,cookingMinutes,num_ingredients,preparationMinutes,pricePerServing,readyInMinutes,servings,weightWatcherSmartPoints,Calories,Fat,Saturated_Fat,Carbohydrates,Sugar,Cholesterol,Sodium,Protein,Vitamin_K,Vitamin_A,Vitamin_C,Manganese,Folate,Fiber,Copper,Magnesium,Phosphorus,Vitamin_B6,Potassium,Vitamin_B1,Iron,Vitamin_B2,Vitamin_E,Zinc,Vitamin_B5,Vitamin_B3,Calcium,Selenium,num_words_instructions,num_steps_instructions,whole30,vegan,vegetarian,paleo,primal,aggregateLikes,ingredients_list,ingredient_types,title,spoonacularSourceUrl
18,-0.0758119499109135,3.1666388303610717,2.675080808115739,-0.3561184075599352,0.2683215200295596,0.8244475555065419,0.6002742227535743,0.47289270281200724,0.05716520708627505,-0.11340199684769826,0.8755022324982723,-0.21556962196677654,-0.40646578161559715,0.11918532306723877,-0.17583140595593938,-0.7393032076916778,-0.2840983278415719,0.2627930522854935,-0.32072359354819296,0.7851205947384214,0.627093030557057,-0.5058255062068547,-0.2438217641263105,-0.1904379031749447,-0.14601040544932703,-0.29021749735275326,0.700294663309137,0.012100792935611285,-0.2298176836755542,0.31528365746399284,-0.062086229520514534,-0.3452172312419371,-0.16072697282842752,-0.2856357633630513,-0.05739940123450596,1.6058365848460228,1.8298143064994072,False,True,True,0,0,6213,"['avocado', 'cayenne pepper', 'cornmeal', 'cumin seeds', 'fresh cilantro', 'fresh cilantro', 'garlic', 'hamburger buns', 'lemon juice', 'lettuce leaves', 'olive oil', 'bell pepper', 'pinto beans', 'quinoa', 'red onion', 'red onion', 'salt', 'salt', 'smoked paprika', 'tomato', 'water']","Counter({'Produce': 8, 'Spices and Seasonings': 5, 'Produce;Spices and Seasonings': 2, 'Ethnic Foods;Baking': 1, 'Bakery/Bread': 1, 'Oil, Vinegar, Salad Dressing': 1, 'Pasta and Rice;Canned and Jarred': 1, 'Pasta and Rice;Health Foods': 1, 'Beverages': 1})",Bean Burgers with Spicy Guacamole,https://spoonacular.com/bean-burgers-with-spicy-guacamole-695642
19,,-1.597752718991811,,-0.6293762448192851,0.17518019816425848,-0.7756447404789834,-1.3909852616521308,-1.2694902348890775,-1.0580583416964207,-0.7885435183146939,-0.6073109879618067,0.34813697124877174,-0.40646578161559715,-0.92943947798977,-0.9496630942008201,0.7790410910418275,-0.056642917365593036,0.33387417759980415,-0.8437034021060259,-0.8739322098436002,-0.70634515061492,0.43836554062406613,-0.8239132902044014,-1.0236393446237688,-0.7407965511693183,-0.6711205561255394,-0.7290969033778799,-0.40162696946752835,-0.6659043699669283,-0.9383814910359932,-0.9833929883772695,-0.5964313606821313,-0.6462006052252838,-0.293372809254962,-0.6987067019785317,-1.2241203355188655,-0.6290627011145778,True,True,True,1,1,3431,"['cucumber', 'granny smith apple', 'kale', 'lemon']",Counter({'Produce': 4}),Green Lemonade,https://spoonacular.com/green-lemonade-473243
20,,1.7653471981984592,,-1.112780937085826,0.17518019816425848,0.8244475555065419,-1.3909852616521308,-1.4827502068162477,-1.086858949842889,-0.7978772720676938,-1.1062308488508321,-0.5913740174438089,-0.40646578161559715,-0.345201281317844,-0.9291955215717592,0.10840292628382235,0.12944787862364546,0.5407352694035993,-0.9059629031248154,-0.5942484240217164,-0.7528790943621971,-0.3815898421501546,-1.0119329054407675,-0.9959697487045418,-0.6832366015835128,-0.7403881059978913,-0.8005664817122308,-0.42841509796845106,-0.5786870327086534,-0.6462972025111273,-0.9271299802028111,-0.4922694045727825,-0.5581993425551588,-0.458761037953603,-0.6058457536043118,-0.021692287810178946,0.3954693853912492,True,True,True,1,1,174563,"['broccoli', 'carrots', 'cayenne pepper', 'celery stalks', 'cinnamon', 'fresh ginger', 'garlic', 'juice of lemon', 'kale', 'purple cabbage', 'red onion', 'sea-salt', 'tomatoes', 'turmeric', 'water', 'water']","Counter({'Produce': 9, 'Spices and Seasonings': 4, 'Beverages': 2, 'Produce;Ethnic Foods;Spices and Seasonings': 1})",Cleansing Detox Soup,https://spoonacular.com/cleansing-detox-soup-677670
21,-0.0758119499109135,-0.1964610868291984,-0.5463066992009477,0.07207254095471641,-0.5699503767581507,-1.1756678144753647,0.23822704377071888,0.05627873812345775,0.2707697175059162,0.04527181695330079,-0.009416943668285832,-0.3752864900445153,-0.40646578161559715,0.304987122638422,-0.31989162869125287,-0.2246486572539011,-0.29962502157882215,-0.6270975852322247,0.10264101337957658,0.5572214631721326,0.44737573056757257,-0.0710006820084043,0.2677664912842674,0.033914935074583694,-0.3762502037925495,0.10670649430494014,0.20000761496868089,0.032936003991884455,-0.3751799124393455,-0.15073846580039996,0.28955757156984996,-0.29007266624287004,-0.21939448127517755,-0.41986286227684105,-0.31026019962440055,-0.5196675398915541,-0.8339691184157433,False,True,True,0,0,6036,"['avocado', 'basil leaves', 'broccoli sprouts', 'cucumber', 'hummus', 'microgreens', 'spinach leaves', 'tomato', 'tortilla']","Counter({'Produce': 7, 'Refrigerated': 1, 'Bakery/Bread;Pasta and Rice;Ethnic Foods': 1})",Hummus Veggie Wrap Plus 10 Heavenly Hummus to Make at Home,https://spoonacular.com/hummus-veggie-wrap-plus-10-heavenly-hummus-to-make-at-home-733459
22,-0.0758119499109135,-0.7569777396942434,-0.18837475394353798,-1.0005464543319855,-0.4768090548928496,0.024401407513779238,-1.209961672160703,-1.3629779132662296,-0.8180532738091834,-0.6578709657726948,-1.2214008077215177,-0.5596655215754343,-0.40646578161559715,-0.9028660480257189,-0.9827260961400723,-0.40398412531267525,-0.45429232853821605,1.3683047794450383,-1.1300971067924581,-0.4339959128794028,-0.7304144318635116,-0.8785324983769551,-1.211612651854583,-1.0956625390971706,-0.5297434026880311,-0.9997746384201974,-0.8363012708794062,-0.47752666688680934,-0.5496145869558952,-0.19012061706217964,-0.9904258643990766,-0.4003617962410041,-0.5537992794216525,-0.8272999578692013,-0.6001781839852279,-0.3010442584899748,-0.6290627011145778,True,True,True,0,0,3303,"['broccoli', 'garlic', 'lemon juice', 'lemon zest', 'olive oil', 'bell pepper', 'salt']","Counter({'Produce': 5, 'Oil, Vinegar, Salad Dressing': 1, 'Spices and Seasonings': 1})",lemon garlic broccoli,https://spoonacular.com/lemon-garlic-broccoli-524349
23,,-1.597752718991811,,-0.5156024698153922,-0.6072069055042711,-1.1756678144753647,-1.0289380826692753,-0.5477045711271267,-0.8036529697359491,-0.6454259607686949,0.29155455041174827,2.3962709265985973,-0.40646578161559715,-0.7301505427136736,-0.6725636493766105,-0.3106782401573553,-0.2966751913780686,-0.3436490837587848,-0.7814439010872362,0.09100406539954022,-0.544278656874403,-0.4188605413671646,-0.720429626004541,-1.3628415672089418,0.5447089895803403,-0.11758656608375997,-0.6218925358763536,-0.34209779502103344,0.40977612288512794,0.9125796182676509,-0.8778998480501602,-0.5964313606821313,0.31301315787907863,0.8031582452242683,-0.47636358615293467,-1.0662257433955025,-1.0388755357169088,False,True,True,0,0,3402,"['baby spinach leaves', 'banana', 'mango', 'soy milk']","Counter({'Produce': 3, 'Milk, Eggs, Other Dairy': 1})",Mango Spinach Green Smoothie,https://spoonacular.com/mango-spinach-green-smoothie-496929
25,-0.0758119499109135,-1.597752718991811,-0.5463066992009477,-1.104013663835526,-0.5699503767581507,0.024401407513779238,0.9623214017364299,0.5569246738036318,-0.4764460605163491,-0.5334209157326956,1.478344985962018,0.8813094573318114,-0.40646578161559715,-0.9355699942192761,0.36892091170983626,-0.7802197166335646,-0.7795907294257881,-1.0567129077745292,1.7711956406831384,3.372487193851294,1.6989783554943376,0.23958847813334602,0.3032327236156749,0.797795520504962,-0.26113030462093834,-0.16030905377684573,0.736029452476312,0.3796934451427173,-0.4623972496976203,-0.73162519691165,1.2460287105356413,0.08981211486181377,-0.49366508326373376,-0.30040003442284424,-0.2993610272800086,-0.592541967025414,-0.42415628381341247,False,True,True,0,0,1056,"['cinnamon', 'dried chickpeas', 'sugar', 'tahini']","Counter({'Spices and Seasonings': 1, 'Pasta and Rice;Canned and Jarred;Ethnic Foods': 1, 'Baking': 1, 'Ethnic Foods;Health Foods': 1})",Cinnamon toast crunch roasted chickpeas,https://spoonacular.com/cinnamon-toast-crunch-roasted-chickpeas-588323
32,-0.020128231465774252,0.6443138924683691,0.5274891365712813,-0.23658901805584512,0.2683215200295596,1.6244937034993046,-0.6668909036864198,-0.9823294070262053,-0.27484180349106985,-0.35296834317469666,-1.0972331958140598,-0.539700913065717,-0.40646578161559715,-0.7746203642861673,-1.0543626003417856,0.07868853848318011,-0.32949452336590196,0.5777775459758459,-1.0678376057736685,-0.5335219751123779,-0.5859987443719618,-0.766720400725925,-1.0888573819586607,-1.200994992352317,-0.6640499517215775,-0.9565239881045323,-0.9077708492137571,-0.34507425374335815,-0.7240492614724447,0.006790139246718688,-0.9482286082682331,-0.46163353512885635,-0.47166476759620257,-0.9551386702667345,-0.709169907429148,1.8487513419588888,0.19056296809008377,False,True,True,0,0,2940,"['avocado', 'bell pepper', 'bulgur', 'cherry tomatoes', 'curly parsley', 'fresh mint leaves', 'garlic powder', 'juice of lemon', 'lettuce cups', 'olive oil', 'salt', 'scallions']","Counter({'Produce': 7, 'Spices and Seasonings': 2, 'Pasta and Rice;Ethnic Foods;Health Foods': 1, 'Produce;Spices and Seasonings': 1, 'Oil, Vinegar, Salad Dressing': 1})",Maureen’s Avocado Tabbouleh,https://spoonacular.com/maureens-avocado-tabbouleh-669313
34,-0.0758119499109135,-0.47671941326172096,0.16955719131387167,-0.47852560431412355,-0.3836677330275484,0.024401407513779238,-0.4858673141949921,-0.5775913605420983,-0.45884568887128496,-0.4369721269516961,0.031522377649028085,-0.2672427263448685,-0.40646578161559715,-0.9528061763876181,-0.645011147760567,-0.677877679379416,-0.6686799692603724,-0.4778021935069206,-0.9184148033285734,-0.001757334791037102,0.6639992618048972,-0.5555197718295347,-0.547309067272693,-0.6655207528539012,-0.702423251445448,-0.35383175100564457,-0.33601422253895025,-0.26619809760175245,-0.63683192421417,-0.4625138299561556,-0.4699930387853374,-0.026604189025105453,-0.4261974485499713,-0.6790893906920501,-0.677780291077299,-1.2119745976632221,-1.0388755357169088,False,True,True,0,0,12650,"['avocado', 'black beans', 'corn', 'lettuce', 'lime', 'lime', 'red onion', 'tomato']","Counter({'Produce': 7, 'Pasta and Rice;Canned and Jarred': 1})",Chipotle Lime Grilled Shrimp Salad in Cilantro Lime Dressing,https://spoonacular.com/chipotle-lime-grilled-shrimp-salad-in-cilantro-lime-dressing-248178
36,-0.0758119499109135,-0.7569777396942434,-0.5463066992009477,-0.3302181423090489,-0.5699503767581507,-1.1756678144753647,-0.4858673141949921,-0.6528993157911227,-0.2516413135953035,-0.32496708191569684,-0.6005627481842275,-0.6712324514826782,-0.40646578161559715,-0.6235974548631436,-0.7717526551943673,-0.7374079847795639,0.19439356312921718,-0.8653695264266749,-0.5697615976233514,-0.3365692285216546,-0.13189163814853283,-0.43128410777283466,-0.3714354220128363,-0.5061415304996278,-0.6256766519977072,-0.6105187855792118,-0.5504229575420029,-0.3242390426870849,-0.5496145869558952,-0.4789230596485638,-0.2730725101747333,-0.26556397068772913,-0.47459814301854003,-0.863926707229072,-0.6306958665495256,-1.126954432673719,-0.8339691184157433,False,True,True,0,0,9804,"['avocado', 'brown rice', 'carrot', 'cooked quinoa', 'cucumber', 'greens', 'hummus']","Counter({'Produce': 4, 'Pasta and Rice': 1, 'Pasta and Rice;Health Foods': 1, 'Refrigerated': 1})",Veggie Wraps with Quinoa,https://spoonacular.com/veggie-wraps-with-quinoa-505288
37,,-1.597752718991811,,-0.36896815156037477,0.17518019816425848,0.024401407513779238,0.781297812245002,0.7527366142456021,0.3179707141904062,-0.309410825660697,0.8044207735077706,-0.6371751781425721,-0.40646578161559715,-0.8742176741070655,0.5177044204364716,0.1821474035248243,-0.20441886747102986,-0.8543569577160071,1.4474462353854325,1.65161937405426,0.19384596808240726,-0.008882849980054184,1.425196456912441,0.6549828078093342,-0.7791698508931888,-0.13374443001896544,-0.19307506587024867,0.09097694907721708,0.40977612288512794,1.844623864796436,0.6341684966384072,-0.5167781001279234,-0.3308627473240025,0.05905318022518935,0.8760057183392256,-1.3091405005083685,-1.2437819530180743,False,True,True,0,0,29340,"['almonds', 'edamame', 'spaghetti', 'spinach']","Counter({'Nuts': 1, 'Health Foods;Frozen': 1, 'Pasta and Rice': 1, 'Produce': 1})","Pesto Pasta with Lemon, Spinach, Edamame & Toasted Almonds",https://spoonacular.com/pesto-pasta-with-lemon-spinach-edamame-toasted-almonds-621163
39,-0.0758119499109135,-0.47671941326172096,-0.5463066992009477,-0.14530229505272166,-0.5699503767581507,-1.1756678144753647,0.05720345427929114,0.4599473891294398,0.7283793802775818,0.24439189701729955,0.6618079728749295,1.783240006476689,-0.40646578161559715,-0.82293354795639,-0.6583937914026453,0.24059472440376423,-0.1445909077366838,-0.4894404763488764,-0.2584640925294033,0.6478834854874832,0.6463484555559301,-0.10827138122541438,0.44849852453472805,-0.26210861871943913,0.31446919123711786,0.8356491597789077,0.16427282580150543,-0.15755735423689923,-0.08445545491176285,0.11180920927813122,-0.10428348565135831,0.25524580985901485,-0.17246047451777752,-0.46096148219809135,-0.39832551216708795,-0.9812055784059994,-1.0388755357169088,True,True,True,1,1,1937,"['avocado', 'banana', 'dates', 'fresh ginger root', 'juice of lemon', 'spinach', 'tahini', 'water']","Counter({'Produce': 4, 'Dried Fruits;Produce': 1, 'Produce;Ethnic Foods;Spices and Seasonings': 1, 'Ethnic Foods;Health Foods': 1, 'Beverages': 1})",Creamy Ginger Green Smoothie,https://spoonacular.com/creamy-ginger-green-smoothie-538019
41,-0.06653133017005695,-0.7569777396942434,-0.18837475394353798,-0.7232061463224958,-0.3836677330275484,0.8244475555065419,-0.6668909036864198,-1.1100940246758955,-0.0948380025756419,-0.3591908456766966,-1.5583629139486412,-0.8978894775047633,-0.40646578161559715,-0.6949000743940139,-1.1346584621942555,-0.14284948263641525,-0.37540798248835383,-0.7061878514270212,-0.482598296197046,-0.5765980989225873,-1.0834305568428557,-0.754296834320255,-1.0020541831932066,-1.3671300608439814,-1.1629028481318928,-1.4186271597042408,-0.9792404275481079,-0.4358562447742629,-0.8694114902362363,-0.36405845180170643,-1.0185573684863058,-0.8660270117886811,-0.6916679242715149,-0.9043155064262938,-0.7008865364474102,-0.5318132777471974,-0.21924986651224707,True,True,True,0,0,29013,"['baby spinach', 'black pepper', 'olive oil', 'pecan', 'salt', 'strawberries', 'vinegar']","Counter({'Produce': 2, 'Spices and Seasonings': 2, 'Oil, Vinegar, Salad Dressing': 2, 'Nuts;Baking': 1})",Spinach Strawberry Salad with Strawberry Vinaigrette,https://spoonacular.com/spinach-strawberry-salad-with-strawberry-vinaigrette-595916
44,-0.0758119499109135,-0.1964610868291984,-0.18837475394353798,-0.5469906465664661,-0.4768090548928496,0.024401407513779238,-0.4858673141949921,-0.6910598491684311,0.14676709909751023,-0.41519336819469627,-1.0612425836669703,-0.376460878780381,-0.40646578161559715,-0.429354406022102,-0.9402165222181765,-0.2871571700873708,-0.022583690256147367,0.011631399986511502,-0.42033879517825634,-0.7109582829371036,-0.5779756506224313,-0.6673318694805649,-1.055820343622555,-1.0053104403205866,-0.8175431506170593,-0.9119040272858836,-0.40748380087330116,-0.40311519882869074,-0.7821941529779614,-0.6462972025111273,-0.7372423276140143,-0.6270672301260574,-0.5816663459338587,-0.8319847746477894,-0.6520582443445339,-0.2646070449230449,-0.6290627011145778,True,True,True,0,0,1151,"['apple cider vinegar', 'brussel sprouts', 'carrots', 'garlic', 'ginger', 'hemp oil', 'juice of orange', 'pecans', 'salt']","Counter({'Produce': 3, 'Oil, Vinegar, Salad Dressing': 2, 'Produce;Ethnic Foods;Spices and Seasonings': 1, 'Beverages': 1, 'Nuts;Baking': 1, 'Spices and Seasonings': 1})",Brussel Sprouts Salad with Orange Ginger Dressing,https://spoonacular.com/brussel-sprouts-salad-with-orange-ginger-dressing-496200
